seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
598294665 900980086 292737
305241147 142604400 380655
904971796 992882622 478208
736548128 880797030 156120
445886147 159342222 106661
182984306 307074098 261724
743501222 382220196 150358
170994571 465412204 440005
936662985 230185936 350193
429956123 564392033 414535
689579366 966955859 171903
923385786 688020907 110172
429579965 279874405 189627
335340912 918961596 473598
493204582 629629544 260836
673892423 389321394 305915
420789325 560547802 121320
628173904 624947028 140564
340441335 305582446 418098
246582823 587581768 140417
489307278 914319072 201094
361695692 271784728 199578
592974205 885697332 124376
388184376 147905354 218012
754826911 110782207 101895
682090561 947209653 118517
420905024 928647840 186655
516086428 840248127 134628
488446571 684242689 291991
682412185 484758520 182082
709994916 311070766 157361
576267371 680880697 224142
231323350 899572893 164249
858118648 326411880 262715
103826167 918404582 120005
615864068 710890216 155316
639380311 978344304 160281
137018382 158388869 364471
956969958 487128130 353793
614230333 147153243 183002
405525879 111326339 103498
281425390 105682006 402860
377197331 932243433 171927
515084687 762673466 287177
971665252 393227483 174157
644330635 120620451 112605
753729687 532552052 196549
164540252 838770528 442442
688502847 588074186 487560
720008921 546128181 134200
479096015 363464446 139842
212755043 128530827 103167
280015825 379283082 201887
670366897 243798032 192643
628623264 126331472 173032
876817305 169734575 186689
749481961 605003520 165707
942944076 414298099 139934
304952746 672748821 136048
100744929 238573110 362506
253578860 818276115 137872
571911112 376261960 160270
689564062 192174570 184861
120178217 544347013 129466
580866816 248127255 174513
928267156 952801407 196778
481004159 677864401 341650
104198090 806834765 361467
565248435 925726038 110091
860670200 881456797 109009
556827467 199164005 155196
867796628 325350253 148296
141236163 756225581 169862
577403474 454718397 215285
125115121 123904449 143220
949173781 859050724 155182
321730958 737418818 175444
862684873 590481749 113112
281102430 840038867 127460
623278189 698829125 212663
966762927 609262830 144680
502058752 675248572 184473
383153813 563146614 131315
836939679 769325453 113071
729434927 934073162 104230
650734858 681430558 136198
385750362 192960013 162841
775912688 156545674 467945
541713448 247615022 202077
302679836 758155384 286658
364422808 438191527 108314
794880181 700684149 118271
923174548 730317197 201540
571827953 109643771 210916
204920584 177280799 330249
657347080 382515721 298537
148137539 882371116 136424
705553897 837062994 166602
342414213 931100736 125757
503685227 240155531 324884
177328147 963211503 123469
894282094 597075320 151093
554501878 993536638 342754
665089066 655750966 168021
383037181 404498686 230890
321503024 717352816 181742
936064466 260375433 202108

light-to-temperature map:
497752535 786678066 87110
884659217 893166633 74746
772813013 768027463 54502
686079476 861903427 72356
155587773 520866616 93342
225486498 787689841 98264
147097941 186043242 53067
998273862 708973181 56536
999529884 290014894 55669
502495873 289139025 79305
446108400 377234522 79032
841619066 410015777 71965
689361510 470826749 60466
327552673 878573227 53342
150088968 565491375 50690
544565161 574638758 83400
616605674 355433627 53663
720702013 939383150 73272
877010185 465946214 82339
305322260 675803511 78853
130252055 322532530 51007
128208259 340110190 50725
750232400 293075244 80037
464186330 404698410 92566
148498721 555179322 57636
592727147 611738698 96447
497801962 866743387 80674
841622376 248251964 69009
944730580 322137770 53889
103294999 302307605 87878
391357305 220538437 65296
549541133 688791219 99463
861106215 356717647 58683
747225038 859942284 79048
157678794 291501401 89460
306358500 498555160 66981
655647387 595593844 65204
318077391 685905502 85050
967085885 368880011 54623
600962790 881287395 67748
486105430 400889382 79253
946079433 676500260 58988
532466789 509849987 61988
710765728 634782236 68689
605440809 156576613 59489
618105881 103896149 50124
109577091 507915456 85008
150922041 636847484 72698
797972881 537304621 63465
434958880 769157785 85165
485010328 821066253 53199
191120937 281252752 50357
663749757 437143314 56782
328495848 675384625 83024
462820803 128704338 82172
983549312 519342568 52726
283400457 142102954 76300
209453240 390856234 64538
130250475 621895855 62774
176547287 234577691 51598
569988712 538783551 59013
660704932 839327675 54772
857657821 776092710 69926
236562705 751368000 67738
731330279 985108895 82020
381558227 853977782 61732
225967705 582345910 54749
540281530 620918155 53946
244126603 169816054 81619
240876677 840915216 82979
149208576 164848654 74327
613346606 419471604 92219
357452025 540703368 77828
152390812 737733617 71823
826105643 839042943 90708
543130545 669631414 89021
647218376 924814803 66362
807302165 792701233 57566
619106832 517519834 51143
531171471 581120404 88154
700498062 408782439 76949
140913403 262992384 55636
741853212 794078206 53821
465010020 234066657 65282
177695601 249344161 85742
528815637 554383129 63107
611326154 491723558 67670
765856271 232105284 67474
603684239 770969200 77852
232483888 936943876 70307
320268647 528506588 91263
102366158 130977017 53004
158580139 246948201 62150
159225274 537415263 82050
361151167 815914955 56882
912245402 617161096 62392
515040158 599621875 77754
514218656 248890177 54253
244168145 429205433 65255
325314983 579995638 57585
641143263 602207708 72529
398855356 398509914 93710
280585007 200842050 56059
310482041 321570113 74957
543314284 858614895 88684
385662797 775788666 52816
893678875 413067587 58714
792588478 189120896 73582
462756007 445661652 60039
307835171 173572901 82492
943681828 348191254 74874
240505060 379878469 86356
647763279 330794862 78865
439720498 576316100 91253
657752518 772201674 99095
362700963 294098684 69791
150432472 233440082 96375
377117589 852236499 64237
110064899 871015149 72549
259197639 228127132 69754
141756423 903061861 90504
258987847 898922312 63674
389114171 973607798 70404
488124639 326662455 73962
896059332 225017432 60994
710468999 380026486 59070
748687069 516297968 63267
851848679 506224800 58517
687719308 473872201 89875
900122499 617326238 84557
896537287 492381477 52461
768862787 232421350 65476
295258816 372780785 89046
274751385 698869622 79185
284575043 760122556 87864
322304323 118512328 94152
525493812 343454847 68173
609998245 751787237 79528
784972511 383271058 52442
642183032 812237370 65939
940116090 644312690 72553
646960048 484590067 71967
832348867 933311179 91377
331055206 269006277 63569
305380685 739650195 79105
941479217 139442381 79113
312026745 497150703 74724
467040253 817509735 72056
319265214 724183926 77808
631637289 510859472 79018
338630179 386740594 66001
506998073 960009971 65331
670774173 401115344 97128
760586635 485551214 72372
442808908 677594762 77830
871725629 104127575 75328
127753423 780658152 92341
268829473 766628200 89192
489915836 862969153 81438
312964173 818552310 77245
537588769 102256140 68805
579307025 354681555 62245
107019209 765766856 74392
353175270 432222988 65898
183471699 992946626 54944
361136441 996452800 91316
813291831 819404465 63550
401646974 763933293 62625
500318790 135028376 95886
452110669 790681217 64162
654087518 656501649 70540
744918261 765056249 64614
510419891 638575354 67897
552461397 345902813 77536
414241513 778210711 52354
830582935 835022187 89751
582637120 952396896 56136
197046112 747757855 99345
107940834 521995804 59784
474684658 988507891 93540
274699174 446894681 67095
846979314 583914233 87191
731727757 541996371 85424
336065971 121992254 88345
802651108 213862908 94714
182600328 808151961 81880
407079861 238920660 86636
440662622 501027951 93326
150016650 415028965 95673
538640075 287820349 61963
768004451 516478045 50424
569657896 344310027 93122
310860039 448429898 51684
755493672 856616028 71715
877202754 860230972 80516
107157599 558214420 81548
844433708 794880266 97698
281612680 601654545 61403
126621982 386956433 56538
343564411 800378472 86776
649845784 125315863 72832
651450733 786546710 91137
374786769 712750125 97900
943366914 871510593 81231
451372633 407098071 94250
133374177 513675356 59400
979733914 258117135 54035
464272953 619445806 58343
878097872 123181599 65613
737025056 683019289 77620
949438018 778480534 71489
152873231 987987021 75621
530524010 230782384 94764
123927042 650719383 52651
468068108 100203804 80501
386866571 716253002 64736
327487199 829918774 85085
334265156 405210152 89313
138470271 913213844 86874
599020213 299441176 53671
531085073 353646615 50290
137133655 924036706 82335
556644502 160710331 81601
882126502 560651416 50470
235428190 229635091 90288
213013280 198809375 61390
712093611 455340882 68367
447736177 557553489 62439
135981473 394907101 84927
300389078 863667224 85191
485185690 524494782 86226
181378793 546725487 91606
704137248 433736511 90146
113645838 885246881 72889
636901811 594623563 50141
401865935 304900384 50473
536202180 799391371 77714
793928634 545911996 82763
987330583 496276112 67044
153656060 599704974 78209
335989415 326913272 91618
618671554 532512137 99214
306770325 545323973 61732
350874279 989251787 80763
674640872 198651979 62922
810906792 301275467 70522
570780447 354280848 62151
458641803 363223298 85929
270377214 719586040 53237
387117116 737484228 64909
646554982 701004220 69050
973021089 178406317 55100
940250767 524685202 64501
189528574 344011439 54575
412448601 123412381 97600
164567915 217366784 53962
716439271 637453626 81356
710866265 138567925 59858
128535914 430383412 80936
664378209 232863487 90075
999354396 291618402 65588
126245421 396997275 65623
730195961 256613101 68117
497723702 457325323 72690
174047674 543153486 84022
919581731 741283105 86870
440163194 334767973 99558
202577214 733909244 82098
624879735 963399008 76278
417597957 406673048 95025
104224979 939080302 70536
896468706 793758088 67590
205726496 421690908 81737
718464119 608053091 72410
730012443 211383454 57200
770410689 664621162 67355
583960408 984321375 60875
250924478 251018621 93763
529578872 907625043 52602
347693866 282852830 70651
174730832 897359761 90702
582169762 355324172 59840
842509934 159624500 99673
648440796 850939841 59322
270834733 198501515 66383
109395904 431883084 70936
263232138 297082036 64220
527320651 259968072 84543
592006152 711714816 74059
765772568 172052910 68013
333170113 715282089 72120
285340421 205544123 86144
427057701 710296154 53598
587880587 709261888 97866
141462918 652050215 64970
144129472 935861756 74094
552025802 183661566 85294
162747456 845259113 55123
245752169 116070089 66770
705162537 146285472 95390
195078759 599292125 64800
877585207 890722568 71321
572163418 467056378 95020
168230714 786899101 60428
335833957 123593708 84515
187739111 520043831 62601
411046659 434592960 73576
966370989 701843677 97735
713542044 327390333 77845
236990321 964053398 58062
793168381 647575247 99998
397804348 280483072 50393
194527785 321857481 86311
554992059 426068682 70999
250102533 639633404 69699
575475398 471109622 73256
921619635 820232033 88217
823471116 484135893 68531
204373024 553678941 58283
739634035 871826415 71341
636934965 717905732 84683
510835055 460705806 77034
231609629 600632108 97916
911261413 680934166 51945
901039250 302567926 57141
643789459 332693700 58055
204907031 815030833 75415
886952885 418026455 60617
209981351 714983977 58004
833579396 127586383 96406
189248213 884945181 60917
274811516 173960822 98068
447822061 676238182 84094
306725690 425185692 96191
704162748 281630779 97904
743717289 707434448 92300
895720801 108161406 82908
662997644 789077719 87309
743680240 657432580 57192
954239503 257610817 62113
757186746 582159127 66031
157088118 133987916 55131
493498073 641562663 53771
433935478 588571801 91839
232958556 746470885 58899
486095775 877047873 92915
866942998 408523506 82513
611150512 614401647 66711
740990497 697104365 73748
528606023 493249104 84732
808342766 253941775 67231
323548341 877276679 57511
489271066 872131497 58527
168781972 704094972 75793
572151640 806739092 87847
781927668 388605702 97144
444380807 448498117 69831
962334671 766800861 79486
779234702 401791677 53635
200676719 955469718 92641
378974482 503662506 95435
674744409 867630717 72973
806887492 508742149 96096
778422816 235036530 85568
823925263 698482497 72446
469531459 383979979 54153
403262977 116898267 71198
759082169 121745106 80292
388964212 147645760 62427
555742338 603269082 91034
876893522 210678593 96666
381121677 505205370 97434
375568849 564233302 61560
200662541 459237122 81532
536399734 345626294 57619
256109536 496726039 98607
171938884 266842523 83194
121545105 743227110 69503
819859860 434454100 75630
617245950 588982744 67834
902292088 798966363 73350
465786904 812979133 98489
950855688 148179240 60743
492664511 715089790 63577
229186764 876684577 78787
373390313 550252982 75817
314185091 867298076 52793
845936011 289866742 61866
483425018 106429250 64430
152300026 233831954 53614
567219205 670922754 83450
526198516 983806271 99269
637619256 622285452 98410
996123073 447092581 72669
667623078 490315330 51942
641681370 725274541 56500
